subscriber,income,age,var1,gender,house_type,lastVisit,product02
347,34801.8,25.47141,0.9185034,m,OWNER,3/7/2012 11:39,Nee
348,452066,53.45031,6.744567,f,OWNER,3/7/2012 16:30,Ja
349,39414,47.45468,-1.94258,f,RENTAL,3/8/2012 3:10,Nee
350,213809,88.41731,0.04813305,f,OWNER,3/8/2012 3:38,Nee
351,89845.85,32.45432,1.074602,m,OWNER,3/8/2012 11:38,Ja
352,161830.6,51.5394,0.007882442,f,OWNER,3/8/2012 12:04,Nee
353,NA,77.53345,-1.834208,m,RENTAL,3/8/2012 20:06,Nee
354,202617.6,77.53345,-1.834208,m,RENTAL,3/8/2012 20:06,Nee
355,230364.6,73.86544,0.9955308,f,OWNER,3/9/2012 0:23,Nee
356,79244.23,19.26859,8.350719,m,OWNER,3/9/2012 1:34,Nee
357,248015.2,41.62539,-0.2713574,f,RENTAL,3/9/2012 9:01,Ja
358,34617.93,30.85885,0.2326706,m,OWNER,3/9/2012 9:41,Nee
359,301975.9,33.80858,1.59987,f,OWNER,3/9/2012 19:24,Ja
360,132482.4,55.39174,1.603375,f,OWNER,3/9/2012 19:29,Nee
361,53302.67,NA,NA,NA,RENTAL,3/9/2012 20:39,Nee
362,53302.67,71.21178,-3.106473,m,RENTAL,3/9/2012 20:39,Nee
363,NA,49.69253999,-0.552614394,NA,RENTAL,3/10/2012 1:58,Nee
364,57457.2558,49.69253999,-0.552614394,m,RENTAL,3/10/2012 1:58,Nee
365,63372.05,45.74548,NA,NA,RENTAL,3/11/2012 9:12,Nee
366,63372.05,45.74548,-0.6232108,m,RENTAL,3/11/2012 9:12,Nee
367,19378.74,40.72714,-0.9961873,m,RENTAL,3/11/2012 15:16,Nee
368,16845.93,30.39849,0.171784,m,OWNER,3/11/2012 17:57,Nee
369,53433.25,27.76425,1.004638,m,OWNER,3/12/2012 7:13,Ja
370,21346.14401,22.61621918,1.741342087,m,OWNER,3/12/2012 7:33,Nee
371,347765.8,81.96856,1.612933,f,OWNER,3/12/2012 15:52,Ja
372,203596.2,54.36004,0.3809386,m,OWNER,3/12/2012 16:36,Nee
373,117668.1,60.85181,-0.5987373,f,RENTAL,3/12/2012 19:05,Nee
374,NA,49.20413904,-0.480365018,m,NA,3/12/2012 20:36,Ja
375,78924.50459,49.20413904,-0.480365018,m,RENTAL,3/12/2012 20:36,Ja
376,44659.75,31.66946,0.4963489,m,OWNER,3/13/2012 0:40,Nee
377,35998.16,49.93302,-1.323192,NA,RENTAL,3/13/2012 3:38,Nee
378,35998.16,49.93302,-1.323192,m,RENTAL,3/13/2012 3:38,Nee
379,NA,NA,NA,m,RENTAL,3/13/2012 10:49,Nee
380,101555.3,80.10089,-3.97969,m,RENTAL,3/13/2012 10:49,Nee
381,158959.1,69.35787,1.413736,f,OWNER,3/13/2012 12:19,Nee
382,118798.2,49.05518,-0.1047317,f,RENTAL,3/14/2012 10:05,Nee
383,81319.72,50.06123,-0.75235,f,RENTAL,3/14/2012 16:04,Nee
384,37509.26,37.30514,0.01998289,m,OWNER,3/15/2012 14:45,Nee
385,NA,57.12586,NA,NA,NA,3/15/2012 21:19,Ja
386,8680.986,57.12586,-4.035901,m,RENTAL,3/15/2012 21:19,Ja
387,73975.54214,44.2865751,-0.317952611,m,RENTAL,3/15/2012 23:55,Ja
388,248652.8,56.28845,0.30265,f,OWNER,3/16/2012 0:17,Nee
389,310215.4,59.81001,0.9669974,f,OWNER,3/16/2012 6:14,Ja
390,232956.6,35.34313,1.140791,f,OWNER,3/16/2012 9:22,Nee
391,131423,75.06125,-1.199937,f,RENTAL,3/16/2012 17:37,Ja
392,23181.82,28.82582,0.3418016,m,OWNER,3/17/2012 0:37,Nee
393,139816.3,42.67392,-1.015078,f,RENTAL,3/17/2012 2:20,Nee
394,12177.33152,35.1341365,-0.711328369,m,RENTAL,3/17/2012 6:39,Nee
395,88520.79,26.99017,2.397601,m,OWNER,3/17/2012 9:01,Nee
396,218893.9,83.11054,-0.243876,f,RENTAL,3/17/2012 19:50,Nee
397,164847.7,31.79627,0.7027013,f,OWNER,3/18/2012 1:30,Nee
398,150682.9,55.4092,-0.2439876,NA,RENTAL,3/18/2012 7:32,Nee
399,150682.9,55.4092,-0.2439876,m,RENTAL,3/18/2012 7:32,Nee
400,NA,NA,NA,m,RENTAL,3/18/2012 9:31,Nee
401,33896.49,65.34491,-2.292206,m,RENTAL,3/18/2012 9:31,Nee
402,28626.33,34.12085,-0.1681896,m,RENTAL,3/18/2012 13:33,Nee
403,47240.57,37.39687,-0.3342895,m,RENTAL,3/19/2012 7:47,Nee
404,352367.9,81.29636,0.2861347,f,OWNER,3/19/2012 9:51,Ja
405,67711.47,25.28925,2.00219,m,OWNER,3/19/2012 14:03,Nee
406,71360.62,49.63161,-2.244576,f,RENTAL,3/19/2012 19:00,Nee
407,41025.31,31.36714,0.2816404,m,OWNER,3/19/2012 21:10,Ja
408,71445.97,NA,NA,m,RENTAL,3/19/2012 21:31,Nee
409,71445.97,47.99915,-0.5035722,m,RENTAL,3/19/2012 21:31,Nee
410,195355.3,61.41101,-2.007725,f,RENTAL,3/20/2012 2:57,Nee
411,162530.6,69.67002,-0.7905253,f,RENTAL,3/20/2012 3:35,Nee
412,210364,81.83914,-0.09914201,f,RENTAL,3/20/2012 17:22,Nee
413,91361.7,38.01699,-1.573351,f,RENTAL,3/20/2012 20:20,Nee
414,85068.64,65.65101,-0.5185374,f,RENTAL,3/20/2012 22:10,Nee
415,173807.6,68.22968,0.06225021,f,OWNER,3/20/2012 22:52,Nee
416,197510.6,45.94556,-1.62199,f,RENTAL,3/21/2012 3:02,Ja
417,167057.6,52.43637,-1.935197,f,RENTAL,3/21/2012 13:25,Nee
418,171830.3,42.20654,0.06875037,f,OWNER,3/21/2012 17:25,Nee
419,272138.2,50.61452,1.285729,f,OWNER,3/22/2012 6:57,Nee
420,13624.27,36.15452,-0.5549734,m,RENTAL,3/22/2012 13:00,Nee
421,87006.58,30.66716,1.382135,m,OWNER,3/22/2012 15:24,Ja
422,153038.7,83.71057,-1.033764,f,RENTAL,3/22/2012 16:48,Nee
423,209312.1,46.95798,2.481381,f,OWNER,3/22/2012 23:46,Ja
424,89516.81,38.4867,-3.928581,f,RENTAL,3/23/2012 2:08,Nee
425,200015.8,54.99186,-0.2190394,f,RENTAL,3/23/2012 8:10,Nee
426,272762.9,85.27326,0.1349624,f,OWNER,3/23/2012 18:35,Ja
427,193412.6,44.11205,2.571972,f,OWNER,3/23/2012 20:40,Nee
428,47364.38,25.51289,-0.2857062,f,RENTAL,3/24/2012 0:14,Ja
429,54419.16,60.17317,-1.725561,m,NA,3/24/2012 5:25,Nee
430,54419.16,60.17317,-1.725561,m,RENTAL,3/24/2012 5:25,Nee
431,74709.73682,NA,-2.572169657,NA,RENTAL,3/24/2012 7:32,Nee
432,74709.73682,67.98956547,-2.572169657,m,RENTAL,3/24/2012 7:32,Nee
433,48807.5,39.47178,-0.3959249,m,RENTAL,3/24/2012 10:27,Nee
434,112978.0983,28.36964581,1.432742031,m,OWNER,3/24/2012 18:37,Nee
435,168934.7,66.74921,-0.2658591,f,RENTAL,3/24/2012 21:32,Nee
436,18080.15,32.13179,-0.2116839,m,RENTAL,3/24/2012 21:36,Nee
437,158959,84.93168,-0.9144461,f,RENTAL,3/25/2012 0:55,Nee
438,106200,31.03435,1.369431,m,OWNER,3/25/2012 13:33,Nee
439,225668.8,48.27094,0.2205904,f,OWNER,3/25/2012 20:22,Nee
440,100133.2292,NA,-0.050846544,m,RENTAL,3/26/2012 0:19,Ja
441,100133.2292,48.98445523,-0.050846544,m,RENTAL,3/26/2012 0:19,Ja
442,29680.18504,33.26215781,-0.018109243,m,RENTAL,3/27/2012 6:42,Ja
443,241743.8,65.21219,-0.2296928,f,RENTAL,3/27/2012 14:06,Nee
444,194315.2,75.79949,-0.6517957,f,RENTAL,3/27/2012 16:38,Nee
445,115340.8006,59.64495953,-0.559745465,NA,RENTAL,3/28/2012 0:09,Nee
446,115340.8006,59.64495953,-0.559745465,m,RENTAL,3/28/2012 0:09,Nee
447,79503.61,71.49253,NA,m,NA,3/28/2012 4:54,Ja
448,79503.61,71.49253,-2.333265,m,RENTAL,3/28/2012 4:54,Ja
449,232018,63.13988,0.9006585,f,OWNER,3/28/2012 21:52,Ja
450,185663.4451,58.71045192,NA,NA,NA,3/28/2012 22:42,Nee
451,185663.4451,58.71045192,-0.421159559,m,RENTAL,3/28/2012 22:42,Nee
452,123103.7,68.06133,0.1311638,f,OWNER,3/29/2012 1:05,Nee
453,112872.4,44.55545,1.767155,f,OWNER,3/29/2012 1:39,Ja
454,188902.6,48.68406,0.07383551,f,OWNER,3/29/2012 8:20,Nee
455,42972.77,64.50057,-3.060257,f,RENTAL,3/29/2012 10:48,Nee
456,95522.89,42.06215,-1.294061,f,RENTAL,3/29/2012 14:24,Nee
457,38697.61,33.40885,-0.8034824,f,RENTAL,3/29/2012 14:28,Ja
458,153118.7,50.47881,0.1395123,m,OWNER,3/29/2012 16:18,Nee
459,207912.3,51.15566,-1.60558,f,RENTAL,3/29/2012 18:57,Ja
460,39950.57,33.06009,0.01224403,m,OWNER,3/29/2012 20:56,Ja
461,56987.08,64.00477,-2.593789,f,RENTAL,3/30/2012 0:20,Nee
462,113705.6,45.89944,-0.3972025,f,RENTAL,3/30/2012 2:55,Nee
463,59569.27,52.20042,-1.428534,f,RENTAL,3/30/2012 4:03,Nee
464,6074.960214,36.09647146,-1.04613594,m,RENTAL,3/30/2012 5:08,Nee
465,159274,21.57151,3.567186,f,OWNER,3/30/2012 11:06,Ja
466,133600.5,64.05453,-4.567365,f,RENTAL,3/30/2012 12:28,Nee
467,23054.38,57.12959,NA,NA,NA,3/30/2012 16:41,Nee
468,23054.38,57.12959,-2.60804,m,RENTAL,3/30/2012 16:41,Nee
469,233355.5,51.61892,0.2711952,f,OWNER,3/30/2012 19:54,Ja
470,133383.5,NA,-0.69372,NA,NA,3/30/2012 21:26,Ja
471,133383.5,58.35417,-0.69372,m,RENTAL,3/30/2012 21:26,Ja
472,86608.86831,29.00951633,0.998086254,m,OWNER,3/31/2012 4:05,Ja
473,246783.8,28.37712,1.791736,f,OWNER,3/31/2012 13:37,Nee
474,NA,NA,-0.7289882,m,RENTAL,3/31/2012 17:06,Nee
475,93590.77,54.71087,-0.7289882,m,RENTAL,3/31/2012 17:06,Nee
476,120721.6,37.01567,0.7923349,m,OWNER,3/31/2012 18:41,Nee
477,182087.5,54.24349,0.9859393,f,OWNER,3/31/2012 20:49,Nee
478,89222.25,35.56141,-0.7553965,f,RENTAL,3/31/2012 21:56,Nee
479,105219,47.00477,-0.02734856,f,RENTAL,3/31/2012 22:58,Nee
480,66581.62,43.29674,-0.09056279,m,RENTAL,4/1/2012 21:28,Ja
481,80496.35,40.99841,0.1150781,m,OWNER,4/1/2012 23:15,Ja
482,106071,52.5332,0.1105376,f,OWNER,4/2/2012 1:58,Nee
483,70226.78,34.21786,0.532489,m,OWNER,4/2/2012 3:18,Nee
484,49530.7,57.78078,-1.127216,NA,NA,4/2/2012 9:01,Nee
485,49530.7,57.78078,-1.127216,m,RENTAL,4/2/2012 9:01,Nee
486,67212.76,48.57567,-0.850436,m,RENTAL,4/2/2012 15:15,Nee
487,67212.76,48.57567,-0.850436,m,RENTAL,4/2/2012 15:15,Nee
488,253053,42.88948,3.277201,f,OWNER,4/2/2012 16:29,Ja
489,188654.4,55.73397,0.3768272,m,OWNER,4/3/2012 7:34,Nee
490,65933.36997,NA,NA,m,RENTAL,4/3/2012 17:29,Nee
491,65933.36997,49.31070327,-0.904694327,m,RENTAL,4/3/2012 17:29,Nee
492,NA,49.37839,-0.6302964,m,RENTAL,4/3/2012 17:55,Nee
493,84047.07,49.37839,-0.6302964,m,RENTAL,4/3/2012 17:55,Nee
494,167074.3,36.72319,1.449918,m,OWNER,4/3/2012 18:22,Nee
495,267397.5,79.29665,0.7295376,f,OWNER,4/3/2012 22:25,Ja
496,65430.64,32.33064,1.530265,m,OWNER,4/4/2012 1:15,Nee
497,101883.5629,NA,-0.955728669,m,NA,4/4/2012 6:14,Nee
498,101883.5629,55.02170417,-0.955728669,m,RENTAL,4/4/2012 6:14,Nee
499,282926.8,63.2549,0.8948798,f,OWNER,4/4/2012 15:10,Ja
500,166813.3,60.00438,0.4193926,f,OWNER,4/4/2012 18:12,Nee
501,271706.8,71.6274,1.127801,f,OWNER,4/5/2012 6:09,Ja
502,64425.82,32.41682,0.9470799,m,OWNER,4/5/2012 7:09,Nee
503,92509.3268,48.88101648,0.083916977,m,OWNER,4/5/2012 9:46,Nee
504,299044.2,58.3438,0.7866691,f,OWNER,4/5/2012 11:49,Ja
505,174604.2,52.00568,0.1537648,f,OWNER,4/5/2012 16:38,Nee
506,236415.1,94.76751,-0.4609421,f,RENTAL,4/5/2012 18:07,Ja
507,106028.8,34.20752,0.5955338,m,OWNER,4/5/2012 20:25,Ja
508,69534.35269,34.08042137,0.558223043,m,OWNER,4/5/2012 22:06,Nee
509,48199.91,64.19669,NA,m,RENTAL,4/6/2012 1:49,Nee
510,48199.91,64.19669,-3.056055,m,RENTAL,4/6/2012 1:49,Nee
511,NA,53.01779731,-0.915603272,m,NA,4/6/2012 4:21,Nee
512,51012.75944,53.01779731,-0.915603272,m,RENTAL,4/6/2012 4:21,Nee
513,19812.4,22.7909,0.9670869,m,OWNER,4/6/2012 13:51,Nee
514,182367.2,96.882,-1.873923,f,RENTAL,4/7/2012 2:02,Nee
515,79826.40498,33.37584874,0.833072725,m,OWNER,4/7/2012 6:04,Ja
516,164852.5,69.76948,-0.5043725,f,RENTAL,4/7/2012 20:13,Nee
517,377460.6,59.45064,0.3889563,f,OWNER,4/8/2012 1:05,Ja
518,81493.62,43.50799,-0.2500665,m,RENTAL,4/8/2012 1:11,Ja
519,237908.1,45.25877,1.377632,f,OWNER,4/8/2012 10:43,Nee
520,347926.6,43.26151,1.834465,f,OWNER,4/8/2012 15:13,Ja
521,179669.7,79.22026,-2.157006,f,RENTAL,4/8/2012 19:58,Nee
522,24507.58,35.09281,-0.6332601,m,RENTAL,4/8/2012 22:56,Nee
523,120034.5,51.23979,-0.04254112,f,RENTAL,4/9/2012 0:42,Nee
524,107864,57.39207,0.9035033,f,OWNER,4/9/2012 9:24,Ja
525,40209.72,39.34566,-0.1945284,m,RENTAL,4/9/2012 10:58,Nee
526,NA,NA,NA,m,RENTAL,4/9/2012 12:58,Nee
527,35627.1,52.4801,-1.59038,m,RENTAL,4/9/2012 12:58,Nee
528,167907.3,69.0915,0.1669613,f,OWNER,4/9/2012 18:31,Nee
529,71092.04746,30.38010498,1.089426741,m,OWNER,4/10/2012 0:02,Ja
530,81399.1,29.58656,1.340091,m,OWNER,4/10/2012 0:45,Nee
531,110349.6,41.43361,0.3378463,m,OWNER,4/10/2012 1:32,Ja
532,139353.7,50.63885,-0.8560656,f,RENTAL,4/10/2012 2:39,Nee
533,NA,65.66691,-1.34392,NA,RENTAL,4/10/2012 20:33,Nee
534,72163.42,65.66691,-1.34392,m,RENTAL,4/10/2012 20:33,Nee
535,NA,56.79422,NA,m,RENTAL,4/10/2012 23:44,Nee
536,51874.85,56.79422,-1.888301,m,RENTAL,4/10/2012 23:44,Nee
537,NA,NA,NA,m,NA,4/11/2012 0:46,Nee
538,62130.8,45.96695,-0.3554764,m,RENTAL,4/11/2012 0:46,Nee
539,118584.6,50.42288,0.2303337,f,OWNER,4/11/2012 1:13,Ja
540,NA,NA,-0.772497805,NA,NA,4/11/2012 6:05,Nee
541,60204.67058,48.00886243,-0.772497805,m,RENTAL,4/11/2012 6:05,Nee
542,284850.8,58.59811,-0.7731645,f,RENTAL,4/11/2012 13:52,Ja
543,138230.1,67.53387,-0.8254482,f,RENTAL,4/12/2012 3:31,Ja
544,NA,NA,-1.219455,NA,RENTAL,4/12/2012 10:06,Nee
545,34209.17,49.87357,-1.219455,m,RENTAL,4/12/2012 10:06,Nee
546,148805.4,48.5895,0.4348432,f,OWNER,4/12/2012 15:03,Nee
547,153280.1,51.26165,-0.4403786,f,RENTAL,4/13/2012 4:01,Nee
548,42087.95,45.97748,-0.56931,NA,RENTAL,4/13/2012 4:35,Ja
549,42087.95,45.97748,-0.56931,m,RENTAL,4/13/2012 4:35,Ja
550,45835.82,29.05748,0.9588777,m,OWNER,4/13/2012 12:40,Nee
551,51611.8,34.01314,0.5332168,m,OWNER,4/13/2012 14:32,Nee
552,NA,67.99002,NA,NA,NA,4/13/2012 17:46,Nee
553,165860.5,67.99002,-1.221856,m,RENTAL,4/13/2012 17:46,Nee
554,149230.5,43.90613,-0.5319846,f,RENTAL,4/13/2012 20:04,Nee
555,61658.88,27.76634,1.400402,m,OWNER,4/13/2012 22:47,Nee
556,43811.82,66.97386,-0.7979713,f,RENTAL,4/13/2012 22:48,Nee
557,160406.2,54.191,0.776776,f,OWNER,4/14/2012 16:22,Nee
558,285207.8,71.88177,0.1292547,f,OWNER,4/14/2012 18:04,Ja
559,295324.8,83.27609,-0.5070947,f,RENTAL,4/14/2012 20:17,Nee
560,205758.5,46.91575,0.1244077,f,OWNER,4/15/2012 7:13,Ja
561,14493.45208,31.94614151,-0.619032682,m,RENTAL,4/15/2012 8:33,Nee
562,143769.2,45.5271,0.1780901,m,OWNER,4/15/2012 18:22,Ja
563,25407.86,34.32531,-0.525414,m,RENTAL,4/15/2012 23:58,Nee
564,99867.03938,26.03883925,2.488178554,m,OWNER,4/16/2012 0:40,Nee
565,27780.26,39.21996,-0.915758,m,RENTAL,4/16/2012 3:32,Ja
566,242862.9,58.72731,0.6890415,f,OWNER,4/16/2012 4:39,Nee
567,144187.5,43.70868,-1.091742,f,RENTAL,4/16/2012 6:12,Nee
568,46206.38,30.3034,0.7837187,m,OWNER,4/16/2012 10:57,Ja
569,104622.2063,41.45077846,0.169218201,m,OWNER,4/16/2012 18:37,Nee
570,104420.7,39.37409,0.2784739,m,OWNER,4/16/2012 20:16,Nee
571,52509.13,35.70367,-0.04393668,m,RENTAL,4/17/2012 0:35,Ja
572,219285,46.8051,0.7317208,m,OWNER,4/17/2012 2:40,Ja
573,244864.3,40.66473,0.6692507,f,OWNER,4/17/2012 9:02,Ja
574,28128.40502,24.26537308,1.095890741,m,OWNER,4/17/2012 10:30,Ja
575,43318.27,31.27003,0.2974697,m,OWNER,4/17/2012 13:26,Ja
576,114408,32.2738,1.414985,m,OWNER,4/17/2012 14:28,Ja
577,27391.13318,33.28869983,0.033614752,m,OWNER,4/18/2012 4:02,Nee
578,211045.4,48.52181,-0.2448287,f,RENTAL,4/18/2012 8:55,Nee
579,52160.61,42.81546,-0.5300039,m,RENTAL,4/18/2012 21:32,Nee
580,65763.93,60.69889,0.1042833,f,OWNER,4/18/2012 21:44,Ja
581,14286.25,25.85055,0.4232879,m,OWNER,4/18/2012 21:52,Nee
582,300991.6,34.09693,1.592886,f,OWNER,4/19/2012 4:10,Ja
583,129282.7,60.16708,-0.882694,f,RENTAL,4/19/2012 5:09,Ja
584,25437.10105,36.61969851,-0.978461093,m,RENTAL,4/19/2012 11:21,Nee
585,29327.96,NA,-3.928459,m,NA,4/19/2012 12:43,Ja
586,29327.96,71.5474,-3.928459,m,RENTAL,4/19/2012 12:43,Ja
587,NA,NA,-1.751260758,m,RENTAL,4/19/2012 19:18,Nee
588,113675.3468,69.05157291,-1.751260758,m,RENTAL,4/19/2012 19:18,Nee
589,45015.5,27.99082,1.178805,m,OWNER,4/19/2012 20:38,Ja
590,10839.65,43.54787,-1.156596,m,RENTAL,4/20/2012 2:33,Ja
591,183400.2,65.10589,-0.2533834,f,RENTAL,4/20/2012 8:04,Nee
592,24244.84585,NA,-1.411147006,m,RENTAL,4/20/2012 8:14,Ja
593,24244.84585,50.00906455,-1.411147006,m,RENTAL,4/20/2012 8:14,Ja
594,67503.95,57.22343,-1.896832,f,RENTAL,4/21/2012 2:40,Ja
595,37683.2,50.26433,-1.381078,NA,RENTAL,4/21/2012 4:23,Nee
596,37683.2,50.26433,-1.381078,m,RENTAL,4/21/2012 4:23,Nee
597,NA,NA,NA,NA,RENTAL,4/21/2012 5:04,Nee
598,61885.05,47.16269,-0.4126169,m,RENTAL,4/21/2012 5:04,Nee
599,NA,61.8656,NA,NA,RENTAL,4/21/2012 6:47,Nee
600,128814.2,61.8656,-1.086404,m,RENTAL,4/21/2012 6:47,Nee
601,46594.19988,25.67653118,1.34992437,m,OWNER,4/21/2012 9:00,Nee
602,50787.96568,NA,NA,m,RENTAL,4/21/2012 9:23,Nee
603,50787.96568,45.7309913,-0.646050888,m,RENTAL,4/21/2012 9:23,Nee
604,113146.1,42.89948,-0.3767637,f,RENTAL,4/21/2012 14:52,Nee
605,270495.5,50.39116,0.9023801,f,OWNER,4/21/2012 15:11,Ja
606,297323.4,32.89772,0.9685204,f,OWNER,4/21/2012 21:38,Ja
607,249818.1,30.84306,1.026592,f,OWNER,4/22/2012 9:17,Ja
608,221188.8,41.51118,1.339943,m,OWNER,4/22/2012 21:53,Nee
609,87888.06,NA,NA,NA,NA,4/23/2012 3:43,Ja
610,87888.06,51.39121,-0.9794699,m,RENTAL,4/23/2012 3:43,Ja
611,99643.38,31.69487,1.155118,m,OWNER,4/23/2012 15:19,Nee
612,23363.25,23.69654,0.4383392,m,OWNER,4/23/2012 16:51,Ja
613,54095.98,43.32413,-0.9309136,f,RENTAL,4/24/2012 7:35,Nee
614,47099.79,55.31247,NA,NA,NA,4/24/2012 8:00,Ja
615,47099.79,55.31247,-1.383975,m,RENTAL,4/24/2012 8:00,Ja
616,165200.6,63.35268,-1.28808,f,RENTAL,4/24/2012 11:23,Nee
617,191626.1,74.88407,-2.471631,f,RENTAL,4/24/2012 15:30,Nee
618,2925.565,32.11895,-0.9214676,m,RENTAL,4/24/2012 19:47,Nee
619,58942.03,NA,NA,NA,NA,4/25/2012 1:25,Nee
620,58942.03,53.90051,-1.349379,m,RENTAL,4/25/2012 1:25,Nee
621,41468.75,30.37358,0.9750972,m,OWNER,4/25/2012 10:04,Nee
622,226023.4,55.5895,-0.8903515,f,RENTAL,4/25/2012 11:52,Nee
623,113830.6,44.12732,-0.2745389,f,RENTAL,4/25/2012 12:53,Nee
624,331521.1,51.9074,-0.07178044,f,RENTAL,4/25/2012 22:28,Ja
625,97571.27,53.72632,-1.555124,f,RENTAL,4/25/2012 22:47,Nee
626,NA,NA,NA,NA,NA,4/25/2012 23:23,Ja
627,56205.13772,45.94619995,-0.390605835,m,RENTAL,4/25/2012 23:23,Ja
628,111766.6,63.46937,-1.01805,f,RENTAL,4/26/2012 0:15,Nee
629,270795.2,54.43532,1.766464,f,OWNER,4/26/2012 0:25,Ja
630,164378,91.51853,-1.79481,f,RENTAL,4/26/2012 3:46,Nee
631,NA,63.67201,-0.8062258,NA,RENTAL,4/26/2012 11:55,Nee
632,140665,63.67201,-0.8062258,m,RENTAL,4/26/2012 11:55,Nee
633,162393.3,87.6555,0.0908559,f,OWNER,4/26/2012 13:20,Nee
634,NA,61.82912,-1.613555,NA,NA,4/26/2012 21:12,Nee
635,52783.05,61.82912,-1.613555,m,RENTAL,4/26/2012 21:12,Nee
636,90003.17,73.52279,NA,m,RENTAL,4/27/2012 1:37,Nee
637,90003.17,73.52279,-3.422023,m,RENTAL,4/27/2012 1:37,Nee
638,NA,NA,-0.688408999,m,RENTAL,4/27/2012 6:21,Nee
639,148840.3639,62.86510822,-0.688408999,m,RENTAL,4/27/2012 6:21,Nee
640,110977.9,35.92605,1.179542,m,OWNER,4/27/2012 18:23,Ja
641,57445.15648,25.88739101,1.846133758,m,OWNER,4/27/2012 20:01,Nee
642,181303.6,83.27192,-1.518648,f,RENTAL,4/27/2012 23:16,Nee
643,131962,80.68481,-1.108072,f,RENTAL,4/28/2012 11:01,Nee
644,140527.6,48.49297,-0.8271954,f,RENTAL,4/28/2012 13:16,Nee
645,201209.3,38.5106,-0.7869202,f,RENTAL,4/28/2012 14:05,Nee
646,84955.84,62.61272,-1.138062,f,RENTAL,4/29/2012 0:34,Nee
647,318956.1,46.06452,2.428787,f,OWNER,4/29/2012 2:16,Ja
648,11426.18828,25.90370224,-0.066330571,m,RENTAL,4/29/2012 9:08,Ja
649,149837.4,37.92824,-0.9504513,f,RENTAL,4/29/2012 13:06,Nee
650,295266.2,35.01696,1.123903,f,OWNER,4/30/2012 0:55,Ja
651,28341.77,32.79815,-0.1437041,m,RENTAL,4/30/2012 3:19,Nee
652,193002.1,61.82418,-0.325183,f,RENTAL,4/30/2012 7:51,Ja
653,240936,56.80674,0.4165718,f,OWNER,4/30/2012 16:54,Nee
654,57974.83,23.23393,1.941746,m,OWNER,4/30/2012 17:19,Ja
655,87049.01,29.47657,1.301345,m,OWNER,5/1/2012 4:14,Nee
656,NA,NA,NA,m,RENTAL,5/1/2012 7:35,Nee
657,113714.2126,78.70392773,-2.667258556,m,RENTAL,5/1/2012 7:35,Nee
658,68565.13,37.36967,0.42459,m,OWNER,5/1/2012 9:07,Ja
659,300607.3,64.08975,-0.2957263,f,RENTAL,5/1/2012 10:22,Ja
660,337748.4,32.45783,1.877528,f,OWNER,5/1/2012 21:31,Ja
661,251416.9,31.40981,-0.8471784,f,RENTAL,5/1/2012 22:55,Ja
662,43725.03945,22.93768378,1.993681769,m,OWNER,5/2/2012 0:33,Nee
663,NA,45.5395307,-0.748976118,m,NA,5/2/2012 3:40,Nee
664,54334.69342,45.5395307,-0.748976118,m,RENTAL,5/2/2012 3:40,Nee
665,108382.1,39.40543,0.4640865,m,OWNER,5/2/2012 7:33,Ja
666,184965.9,42.85946,0.4948556,f,OWNER,5/2/2012 12:29,Nee
667,268298.8,43.7767,1.514855,f,OWNER,5/2/2012 21:59,Nee
668,171053.9,66.83601,-1.476347,NA,RENTAL,5/3/2012 11:10,Nee
669,171053.9,66.83601,-1.476347,m,RENTAL,5/3/2012 11:10,Nee
670,169750.8,59.38785,-0.5055262,f,RENTAL,5/4/2012 2:03,Nee
671,NA,NA,-1.519915,m,NA,5/4/2012 4:15,Nee
672,53932.88,59.33154,-1.519915,m,RENTAL,5/4/2012 4:15,Nee
673,85861.33,46.80331,-1.360366,f,RENTAL,5/4/2012 7:18,Nee
674,216059.1,75.68084,0.8703519,f,OWNER,5/4/2012 7:46,Nee
675,55804.04,43.17582,-0.4719464,m,RENTAL,5/4/2012 13:52,Ja
676,216471.8,77.48541,0.7502618,f,OWNER,5/4/2012 14:08,Nee
677,42070.36,NA,-0.9144455,NA,RENTAL,5/4/2012 17:18,Ja
678,42070.36,45.80509,-0.9144455,m,RENTAL,5/4/2012 17:18,Ja
679,219857.8915,57.13880448,0.433575264,m,OWNER,5/4/2012 21:12,Nee
680,47173.82,39.77267,-1.00026,m,RENTAL,5/5/2012 2:43,Nee
681,43982.9,34.55837,0.2954365,f,OWNER,5/5/2012 6:11,Ja
682,57031.42,47.00546,-1.867604,f,RENTAL,5/5/2012 9:40,Nee
683,148419.8,37.83278,1.475228,m,OWNER,5/5/2012 12:39,Nee
684,265611.3,35.89871,1.478669,f,OWNER,5/5/2012 13:18,Nee
685,98579.18,36.64223,0.5342794,m,OWNER,5/5/2012 14:11,Ja
686,143523.1,56.21448,0.3147705,f,OWNER,5/5/2012 15:47,Nee
687,NA,NA,NA,m,RENTAL,5/5/2012 16:12,Nee
688,189517.5,78.90956,-2.298402,m,RENTAL,5/5/2012 16:12,Nee
689,167028.6,43.3071,1.793037,f,OWNER,5/5/2012 18:49,Nee
690,124110.9559,43.26234741,0.282879841,m,OWNER,5/5/2012 21:57,Nee
691,28702.65,27.4933,0.7801773,m,OWNER,5/5/2012 22:55,Nee
692,67963.68,31.25727,0.3866631,m,OWNER,5/6/2012 0:37,Nee
